Student ID	Grade	1st	2nd	3rd	4th	5th	6th	7th
1816	9	Fendley, L.- HEALTH	Whisonant, M.- SPAN I HON	McKee, T.- GEOMETRY: CONC & CONN	Greco, L.- 9TH LIT AND COMP GF	Robertson, M.- AP HUM GEO GF	Winzeler, M.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1817	9	Martinez, R.- BIOLOGY HON	Tomlinson, S.- WORLD GEOG HON	Rogers, C.- 9TH GR LIT AND COMP	Meyer, M.- ACADEMIC CONTACT	Morez, A.- ALGEBRA: CONC & CONN	Mathews, C.- SPAN II	Kendall, M.- BEG ORCH I
1818	9	Fendley, L.- HEALTH	Whisonant, M.- SPAN I HON	Gayle, M.- ADV ALG: CONC & CONN GF	Dehnke, B.- 9TH LIT AND COMP GF	Duncan, K.- AP COMP S PRINC GF	Dehnke, B.- ACADEMIC CONTACT	Steiner, D.- CHEM GF
1819	9	Nighbert, C.- WGT TN	Chetram, M.- ALGEBRA: CONC & CONN	Schneider, E.- BIOLOGY	McCurley, C.- ACADEMIC CONTACT	Nelson, K.- 9TH GR LIT AND COMP	Whisonant, M.- SPAN I	Stephens, B.- FOUND ENG/TECH
1820	9	Durden, E.- ALGEBRA: CONC & CONN	Moore, D.- HEALTH	Whisonant, M.- SPAN I	Kimbrough, M.- ACADEMIC CONTACT	Hyacinth, E.- BIOLOGY	Settles Livers, C.- BASIC AGRI SCI	Lai, A.- 9TH GR LIT AND COMP
1821	9	Bass, T.- ACCEL GEOM: C&C GF	Stanley, L.- ADV BAND I	Jimenez, J.- SPAN II	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Pennell, C.- ACADEMIC CONTACT	Steiner, D.- CHEM GF
1822	9	Masocco, J.- ADV ALG: CONC & CONN GF	Allgood, A.- LATIN I HON	Kendall, M.- MSTRY ORCH I	Robertson, M.- AP HUM GEO GF	Dehnke, B.- 9TH LIT AND COMP GF	Greco, L.- ACADEMIC CONTACT	Nackers, K.- CHEM GF
1823	9	Nighbert, C.- WGT TN	Jones, P.- GENERAL PE I	Schneider, E.- BIOLOGY	Kim, M.- ACADEMIC CONTACT	Fowler, A.- ALGEBRA: CONC & CONN	Settles Livers, C.- BASIC AGRI SCI	Pennell, C.- 9TH GR LIT AND COMP
1824	9	Dehnke, B.- 9TH LIT AND COMP GF	McElroy, R.- PERSONAL FITNESS	Nackers, K.- CHEM GF	Meyer, M.- ACADEMIC CONTACT	Fischer, D.- SPAN I HON	Meek, M.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF
1825	9	Stanley, L.- BEG BAND I	Rogers, C.- 9TH GR LIT AND COMP	Fowler, A.- ALGEBRA: CONC & CONN	Meyer, M.- ACADEMIC CONTACT	Hyacinth, E.- BIOLOGY	McElroy, R.- HEALTH	Tomlinson, S.- WORLD GEOG HON
1826	9	Dehnke, B.- 9TH LIT AND COMP GF	Allgood, A.- LATIN I HON	Madden, J.- BIOLOGY GF	Schellenberg, M.- ACADEMIC CONTACT	Duncan, K.- AP COMP S PRINC GF	Meek, M.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF
1827	9	Dehnke, B.- 9TH LIT AND COMP GF	Gilbert, R.- WGT TN	Gayle, M.- ADV ALG: CONC & CONN GF	Madden, J.- BIOLOGY GF	Robertson, M.- AP HUM GEO GF	Lai, A.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II GF
1828	9	Sciarrotta, K.- ALGEBRA: CONC & CONN	Sciarrotta, K.- ALGEBRA: C&C STRAT	Moore, D.- HEALTH	Templeman, T.- BIOLOGY	Sciarrotta, K.- ACADEMIC CONTACT	Mynatt, K.- RDG/WRTG I	Schellenberg, M.- 9TH GR LIT AND COMP
1829	9	Costigan, C.- BEG MUSIC TECH	Filomeno, N.- SPAN I	Chetram, M.- ALGEBRA: CONC & CONN	Gantz, K.- 9TH GR LIT AND COMP	Slade, R.- MKT PRIN	Duncan, M.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY
1830	9	MacKay, J.- BIOLOGY	Kimbrough, M.- GERMAN I	Duncan, M.- PERSONAL FITNESS	Morez, A.- ALGEBRA: CONC & CONN	Sciarrotta, K.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEOG	Lai, A.- 9TH GR LIT AND COMP
1831	9	Gault, K.- ALGEBRA: CONC & CONN	Gault, K.- ALGEBRA: C&C STRAT	McElroy, R.- PERSONAL FITNESS	Nackers, K.- ACADEMIC CONTACT	Nelson, K.- 9TH GR LIT AND COMP	Cooper, B.- BIOLOGY	Kendall, M.- BEG ORCH I
1832	9	Backfisch, R.- GEOMETRY: CONC & CONN	Duncan, M.- PERSONAL FITNESS	Greco, L.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	Morrow Gonzalez, S.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Barahona, K.- SPAN I HON
1833	9	McElroy, R.- PERSONAL FITNESS	Greco, L.- 9TH LIT AND COMP GF	Fischer, D.- SPAN I HON	Robertson, M.- AP HUM GEO GF	Conway, C.- ACADEMIC CONTACT	McKee, T.- ACCEL GEOM: C&C GF	Kim, M.- BIOLOGY GF
1834	9	Stanley, L.- BEG BAND I	Whisonant, M.- SPAN I HON	Nackers, K.- CHEM GF	Greco, L.- 9TH LIT AND COMP GF	Conway, C.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Bass, T.- ACCEL GEOM: C&C GF
1835	9	Stanley, L.- BEG BAND I	Pennell, C.- 9TH LIT AND COMP HON	Whisonant, M.- SPAN I	McKee, T.- ACCEL GEOM: C&C	McElroy, R.- HEALTH	Edwards, S.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY HON
1836	9	Duncan, M.- PERSONAL FITNESS	Greco, L.- 9TH LIT AND COMP GF	Martinez, R.- BIOLOGY HON	Blankenship, C.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF	Kendall, M.- BEG ORCH I
1837	9	Whisonant, M.- SPAN I HON	Tomlinson, S.- WORLD GEOG GF	McElroy, R.- PERSONAL FITNESS	Dehnke, B.- 9TH LIT AND COMP GF	Conway, C.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Gayle, M.- ALGEBRA: CONC & CONN GF
1838	9	Bass, T.- ACCEL GEOM: C&C GF	Whisonant, M.- SPAN I HON	Duncan, K.- AP COMP S PRINC GF	Greco, L.- 9TH LIT AND COMP GF	Kim, M.- BIOLOGY GF	Greco, L.- ACADEMIC CONTACT	Stephens, B.- FOUND ENG/TECH
1839	9	Fendley, L.- HEALTH	Backfisch, R.- GEOMETRY: CONC & CONN	Pennell, C.- 9TH GR LIT AND COMP	Kim, M.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY	Meyer, M.- AP HUM GEOG	Filomeno, N.- SPAN I
1840	9	Byrd, J.- INTRO/SOFTWARE TECH	Backfisch, R.- GEOMETRY: CONC & CONN	Jimenez, J.- SPAN II	Byrd, J.- FOUND ENG/TECH	Schneider, E.- BIOLOGY HON	Pennell, C.- ACADEMIC CONTACT	Nelson, K.- 9TH LIT AND COMP HON
1841	9	Martinez, R.- BIOLOGY HON	Stanley, L.- ADV BAND I	Lester, G.- HOSP/TOURISM ESSEN	Pennell, C.- 9TH LIT AND COMP HON	Morez, A.- ALGEBRA: CONC & CONN	Dehnke, B.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG HON
1842	9	Bass, T.- ACCEL GEOM: C&C GF	Still, C.- BEG WOM CHOR I	McElroy, R.- PERSONAL FITNESS	Greco, L.- 9TH LIT AND COMP GF	Mabrey, Z.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Blankenship, C.- AP HUM GEO GF
1843	9	Hembree, R.- BASIC AGRI SCI	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Hyacinth, E.- ACADEMIC CONTACT	Robertson, M.- AP HUM GEO GF	Meek, M.- ACCEL GEOM: C&C GF	Kim, M.- BIOLOGY GF
1844	9	Bass, T.- ACCEL GEOM: C&C GF	Whisonant, M.- SPAN I HON	Madden, J.- BIOLOGY GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Nelson, K.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG GF
1845	9	MacKay, J.- BIOLOGY	Hughes, J.- SOCIOLOGY	Duncan, M.- PERSONAL FITNESS	Nelson, K.- 9TH GR LIT AND COMP	Dunbar, H.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG	Fowler, A.- ALGEBRA: CONC & CONN
1846	9	Crews, L.- VIS ART COMP I	Durden, E.- ALGEBRA:CONC & CONN (S)	Dutton, A.- BIOLOGY	Nelson, K.- 9TH GR LIT AND COMP	Mincy, C.- PERSONAL FITNESS	Dehnke, B.- ACADEMIC CONTACT	Hembree, R.- BASIC AGRI SCI
1847	9	Whisonant, M.- SPAN I HON	McElroy, R.- PERSONAL FITNESS	Phillips, L.- COMP SCI PRINC	Kimbrough, M.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	Meek, M.- ACCEL GEOM: C&C GF	Thornton, C.- BIOLOGY HON
1848	9	Costigan, C.- BEG MUSIC TECH	Nelson, K.- 9TH GR LIT AND COMP	Samela, J.- ALGEBRA: CONC & CONN	Blankenship, C.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Tomlinson, S.- WORLD GEOG	MacKay, J.- BIOLOGY
1849	9	Bass, T.- ACCEL GEOM: C&C GF	Moore, D.- HEALTH	Meyer, M.- AP HUM GEO GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Slade, R.- ACADEMIC CONTACT	Thornton, C.- BIOLOGY HON
1850	9	Ernest, K.- FREN I HON	Tshudy, E.- CLAS/CONT PART I	Madden, J.- BIOLOGY GF	Dehnke, B.- 9TH LIT AND COMP GF	Fowler, M.- ACADEMIC CONTACT	McKee, T.- ACCEL GEOM: C&C GF	Kendall, M.- BEG ORCH I
1851	10	Filomeno, N.- SPAN I	Mincy, C.- BODY SCULP	Mabrey, Z.- WORLD HIST	Madden, J.- BIOLOGY GF	Bass, T.- ACCEL GEOM: C&C GF	Fischer, D.- ACADEMIC CONTACT	Harrison, L.- 10 LIT & COMP GF
1852	9	Bass, T.- ACCEL GEOM: C&C GF	Greco, L.- 9TH LIT AND COMP GF	Edwards, S.- SPAN II GF	Madden, J.- BIOLOGY GF	Conway, C.- ACADEMIC CONTACT	Settles Livers, C.- BASIC AGRI SCI	Huard, B.- APPROP/ALT ENERGY
1853	9	Dehnke, B.- 9TH LIT AND COMP GF	Tshudy, E.- CLAS/CONT PART I	Darji, V.- GEOMETRY: CONC & CONN	Madden, J.- BIOLOGY GF	Fischer, D.- SPAN I HON	Edwards, S.- ACADEMIC CONTACT	Kendall, M.- BEG ORCH I
1854	9	Kimbrough, M.- GERMAN I HON	Duncan, M.- PERSONAL FITNESS	Dehnke, B.- 9TH LIT AND COMP GF	Meek, M.- ACCEL GEOM: C&C GF	Morrow Gonzalez, S.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Blankenship, C.- AP HUM GEO GF
1855	9	Hyacinth, E.- BIOLOGY (S)	Lai, A.- 9TH GR LIT AND COMP (S)	Durden, E.- ALGEBRA:CONC & CONN (S)	Remund, K.- ACADEMIC CONTACT	Pearson, J.- HEALTH	Settles Livers, C.- BASIC AGRI SCI	Vigardt, C.- VIS ART COMP II
1856	9	Nelson, K.- 9TH GR LIT AND COMP	Kimbrough, M.- GERMAN I	Chetram, M.- ALGEBRA: CONC & CONN	Pearson, J.- HEALTH	Freire, M.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY	Slade, R.- F M & RETAIL ESSEI
1857	9	Nelson, K.- 9TH GR LIT AND COMP	Chetram, M.- ALGEBRA: CONC & CONN	Ernest, K.- FRENCH I	Cooper, B.- ACADEMIC CONTACT	Price, T.- INTRO BUSI TECH	Debban, E.- VIS ART COMP II	MacKay, J.- BIOLOGY
1858	9	Stephens, B.- FOUND ENG/TECH	McKee, T.- ACCEL GEOM: C&C GF	Greco, L.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	Fischer, D.- SPAN I HON	Nelson, K.- ACADEMIC CONTACT	Byrd, J.- AP COMP S PRINC GF
1859	9	Costigan, C.- BEG MUSIC TECH	Whisonant, M.- SPAN I HON	Madden, J.- BIOLOGY GF	Meek, M.- ACCEL GEOM: C&C GF	Dehnke, B.- 9TH LIT AND COMP GF	Edwards, S.- ACADEMIC CONTACT	Duncan, M.- PERSONAL FITNESS
1860	9	Stanley, L.- BEG BAND I	Kimbrough, M.- GERMAN I	Dickens, K.- CHEM GF	Cox, T.- ADV ALG: CONC & CONN GF	Templeman, T.- ACADEMIC CONTACT	Fendley, L.- HEALTH	Nelson, K.- 9TH LIT AND COMP HON
1861	9	Campbell, L.- LATIN I HON	Morez, A.- ALGEBRA: CONC & CONN	Meyer, M.- AP HUM GEOG	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Nelson, K.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY
1862	9	Lester, G.- HOSP/TOURISM ESSEN	Barahona, K.- SPAN I	Rogers, C.- 9TH GR LIT AND COMP	Martinez, R.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Martinez, R.- BIOLOGY	Durden, E.- ALGEBRA: CONC & CONN
1863	9	Moore, D.- HEALTH	Greco, L.- 9TH LIT AND COMP GF	Fischer, D.- SPAN I HON	McKee, T.- ACCEL GEOM: C&C GF	Madden, J.- ACADEMIC CONTACT	Meyer, M.- AP HUM GEO GF	Steiner, D.- CHEM GF
1864	9	Ernest, K.- FREN I HON	Crews, L.- VIS ART COMP I	Darji, V.- GEOMETRY: CONC & CONN	Dehnke, B.- 9TH LIT AND COMP GF	Sciarrotta, K.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Fendley, L.- HEALTH
1865	9	Nelson, K.- 9TH GR LIT AND COMP	Barahona, K.- SPAN I	Samela, J.- ALGEBRA: CONC & CONN	Dutton, A.- BIOLOGY	Freire, M.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG	Duncan, M.- PERSONAL FITNESS
1866	9	Pennell, C.- 9TH LIT AND COMP HON	Allgood, A.- LATIN I HON	Darji, V.- GEOMETRY: CONC & CONN	Robertson, M.- AP HUM GEOG	Chatham, H.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Chatham, H.- JOURNALISM I
1867	9	Stanley, L.- BEG BAND I	Gantz, K.- 9TH GR LIT AND COMP	Creasy, A.- MKT PRIN	Samela, J.- ALGEBRA: CONC & CONN	Morrow Gonzalez, S.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Madden, J.- BIOLOGY
1868	9	Bui, A.- A/V TECH/FILM I	Gantz, K.- 9TH GR LIT AND COMP	Creasy, A.- MKT PRIN	Morez, A.- ALGEBRA: CONC & CONN	Rungruang, R.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Schneider, E.- BIOLOGY
1869	9	Stanley, L.- BEG BAND I	Nelson, K.- 9TH GR LIT AND COMP	Phillips, L.- COMP SCI PRINC	Samela, J.- ALGEBRA: CONC & CONN	Dunbar, H.- ACADEMIC CONTACT	Fendley, L.- HEALTH	Schneider, E.- BIOLOGY
1870	9	Hembree, R.- BASIC AGRI SCI	Nighbert, C.- WGT TN	Lester, G.- HOSP/TOURISM ESSEN	Pennell, C.- 9TH LIT AND COMP HON	Morrow Gonzalez, S.- ACADEMIC CONTACT	Madden, J.- BIOLOGY	Fowler, A.- ALGEBRA: CONC & CONN
1871	9	Dickens, K.- CHEM GF	Gayle, M.- ADV ALG: CONC & CONN GF	Edwards, S.- SPAN II GF	Martinez, R.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	Blankenship, C.- AP HUM GEO GF	Kendall, M.- BEG ORCH I
1872	9	Ernest, K.- FREN I HON	Tomlinson, S.- WORLD GEOG GF	Dickens, K.- CHEM GF	Meyer, M.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	Debban, E.- VIS ART COMP II	Bass, T.- ACCEL GEOM: C&C GF
1873	9	Whisonant, M.- SPAN I HON	Still, C.- BEG WOM CHOR I	Dickens, K.- CHEM GF	Nackers, K.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	Foote, M.- ADV ALG: CONC & CONN GF	Blankenship, C.- AP HUM GEO GF
1874	9	Stanley, L.- BEG BAND I	Fendley, L.- HEALTH	Masocco, J.- ADV ALG: CONC & CONN GF	Dehnke, B.- 9TH LIT AND COMP GF	Kim, M.- BIOLOGY GF	Slade, R.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II GF
1875	9	Ernest, K.- FREN I HON	McKee, T.- ACCEL GEOM: C&C GF	Nackers, K.- CHEM GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Robertson, M.- ACADEMIC CONTACT	Hembree, R.- BASIC AGRI SCI
1876	9	Byrd, J.- INTRO/SOFTWARE TECH	Rogers, C.- 9TH GR LIT AND COMP	Chetram, M.- ALGEBRA: CONC & CONN	Dutton, A.- BIOLOGY	Dunbar, H.- ACADEMIC CONTACT	Mincy, C.- PERSONAL FITNESS	Fischer, D.- SPAN I
1877	9	Duncan, M.- PERSONAL FITNESS	Chetram, M.- ALGEBRA: CONC & CONN	Rogers, C.- 9TH GR LIT AND COMP	Martinez, R.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Mathews, C.- SPAN II	Tomlinson, S.- WORLD GEOG HON
1878	9	Stanley, L.- BEG BAND I	Fendley, L.- HEALTH	Barahona, K.- SPAN I	Greco, L.- 9TH LIT AND COMP GF	Madden, J.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	McCurley, C.- GEOMETRY: CONC & CONN
1879	9	Vigardt, C.- VIS ART COMP II	Tomlinson, S.- WORLD GEOG GF	Martinez, R.- BIOLOGY HON	Morez, A.- ALGEBRA: CONC & CONN	Fowler, M.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Nelson, K.- 9TH LIT AND COMP HON
1880	9	Durden, E.- ALGEBRA: CONC & CONN	Gantz, K.- 9TH GR LIT AND COMP	Creasy, A.- MKT PRIN	Kim, M.- ACADEMIC CONTACT	McElroy, R.- HEALTH	Schneider, E.- BIOLOGY HON	Duncan, K.- COMP SCI PRINC
1881	9	Backfisch, R.- GEOMETRY: CONC & CONN	Gilbert, R.- WGT TN	Martinez, R.- BIOLOGY HON	Martinez, R.- ACADEMIC CONTACT	Filomeno, N.- SPAN I	Tomlinson, S.- WORLD GEOG	Nelson, K.- 9TH LIT AND COMP HON
1882	9	Vigardt, C.- VIS ART COMP II	McElroy, R.- PERSONAL FITNESS	Lowe, L.- LATIN II GF	Meek, M.- ACCEL GEOM: C&C GF	Dehnke, B.- 9TH LIT AND COMP GF	Robertson, M.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1883	9	Bass, T.- ACCEL GEOM: C&C	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Mathews, C.- SPAN II	Freire, M.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEOG	Martinez, R.- BIOLOGY HON
1884	9	Heaton, A.- STDYSKILLS A	Hendrix, M.- ALGEBRA: C&C STRAT	Morez, A.- ALGEBRA: CONC & CONN	Gault, K.- ACADEMIC CONTACT	Schellenberg, M.- 9TH GR LIT AND COMP	Martinez, R.- BIOLOGY	Dudek, K.- AFF. SKILLS A
1885	9	Dutton, A.- BIOLOGY	Nelson, K.- 9TH GR LIT AND COMP	Ernest, K.- FRENCH I	Duncan, M.- PERSONAL FITNESS	Morez, A.- ALGEBRA: CONC & CONN	Pennell, C.- ACADEMIC CONTACT	Kendall, M.- BEG ORCH I
1886	9	Stanley, L.- BEG BAND I	Greco, L.- 9TH LIT AND COMP GF	Moore, D.- HEALTH	Meyer, M.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Meyer, M.- AP HUM GEO GF	Bass, T.- ACCEL GEOM: C&C GF
1887	9	Filomeno, N.- SPAN I	Still, C.- BEG WOM CHOR I	Chetram, M.- ALGEBRA: CONC & CONN	Hyacinth, E.- ACADEMIC CONTACT	Hyacinth, E.- BIOLOGY	House, B.- FUND THEA II	Nelson, K.- 9TH LIT AND COMP HON
1888	9	Whisonant, M.- SPAN I HON	Vigardt, C.- VIS ART COMP II	Mincy, C.- BODY SCULP	Greco, L.- 9TH LIT AND COMP GF	Conway, C.- ACADEMIC CONTACT	McKee, T.- ACCEL GEOM: C&C GF	Kim, M.- BIOLOGY GF
1889	9	MacKay, J.- BIOLOGY	Fowler, A.- ALGEBRA: CONC & CONN	Ernest, K.- FRENCH I	Pennell, C.- 9TH LIT AND COMP HON	Pearson, J.- HEALTH	Gantz, K.- ACADEMIC CONTACT	Duncan, K.- COMP SCI PRINC
1890	9	Stanley, L.- BEG BAND I	Pennell, C.- 9TH LIT AND COMP HON	Madden, J.- BIOLOGY GF	Meek, M.- ACCEL GEOM: C&C GF	McKee, T.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Barahona, K.- SPAN I HON
1891	9	Stanley, L.- BEG BAND I	Greco, L.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	McKee, T.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF	Samela, J.- ACADEMIC CONTACT	Price, T.- INTRO BUSI TECH
1892	9	Barahona, K.- SPAN I	Crews, L.- VIS ART COMP I	Samela, J.- ALGEBRA: CONC & CONN	Duncan, M.- PERSONAL FITNESS	Martinez, R.- BIOLOGY	Nelson, K.- ACADEMIC CONTACT	Pennell, C.- 9TH GR LIT AND COMP
1893	9	Costigan, C.- BEG MUSIC TECH	McKee, T.- ACCEL GEOM: C&C	Bui, A.- A/V TECH/FILM I	Duncan, M.- PERSONAL FITNESS	Madden, J.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Nelson, K.- 9TH LIT AND COMP HON
1894	9	Crews, L.- VIS ART COMP I	Nelson, K.- 9TH GR LIT AND COMP	Chetram, M.- ALGEBRA: CONC & CONN	Pearson, J.- HEALTH	Byrd, J.- FOUND ENG/TECH	Nelson, K.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY
1895	9	Rogers, C.- 9TH GR LIT AND COMP	Fowler, A.- ALGEBRA: CONC & CONN	Ernest, K.- FRENCH I	Dutton, A.- BIOLOGY	Sciarrotta, K.- ACADEMIC CONTACT	Mincy, C.- PERSONAL FITNESS	Price, T.- INTRO BUSI TECH
1896	9	Stanley, L.- BEG BAND I	Dickens, K.- CHEM GF	Dehnke, B.- 9TH LIT AND COMP GF	Meek, M.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF	Slade, R.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II GF
1897	9	House, B.- FUND THEA II	Backfisch, R.- GEOMETRY: CONC & CONN	Lowe, L.- LATIN II GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Lai, A.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1898	9	Dickens, K.- CHEM GF	Fendley, L.- HEALTH	Masocco, J.- ADV ALG: CONC & CONN GF	Lowe, L.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	Goodwin-Morales, A.- SPAN II GF	Huard, B.- APPROP/ALT ENERGY
1899	9	Vigardt, C.- VIS ART COMP II	Backfisch, R.- GEOMETRY: CONC & CONN	McElroy, R.- PERSONAL FITNESS	Dehnke, B.- 9TH LIT AND COMP GF	Morrow Gonzalez, S.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Goodwin-Morales, A.- SPAN II GF
1900	9	Edwards, S.- SPAN II GF	McKee, T.- ACCEL GEOM: C&C GF	Madden, J.- BIOLOGY GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Slade, R.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF
1901	9	Fowler, A.- ALGEBRA: CONC & CONN	Fischer, D.- SPAN I	Rogers, C.- 9TH GR LIT AND COMP	Blankenship, C.- ACADEMIC CONTACT	Still, C.- BEG MEN'S CHORUS I	Jones, J.- PERSONAL FITNESS	MacKay, J.- BIOLOGY
1902	9	Pennell, C.- 9TH LIT AND COMP HON	Whisonant, M.- SPAN I HON	Meyer, M.- AP HUM GEOG	Meyer, M.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C	Schneider, E.- BIOLOGY HON	Huard, B.- APPROP/ALT ENERGY
1903	9	Filomeno, N.- SPAN I	Nelson, K.- 9TH GR LIT AND COMP	Fowler, A.- ALGEBRA: CONC & CONN	Byrd, J.- FOUND ENG/TECH	Jones, J.- PERSONAL FITNESS	Gantz, K.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY
1904	9	Stanley, L.- BEG BAND I	Still, C.- BEG WOM CHOR I	Greco, L.- 9TH LIT AND COMP GF	Blankenship, C.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF	House, B.- FUND THEA II	Kim, M.- BIOLOGY GF
1905	9	Crews, L.- VIS ART COMP I	Still, C.- BEG WOM CHOR I	Chetram, M.- ALGEBRA: CONC & CONN	Nelson, K.- 9TH GR LIT AND COMP	Rungruang, R.- ACADEMIC CONTACT	Mincy, C.- PERSONAL FITNESS	Madden, J.- BIOLOGY
1906	9	Dehnke, B.- 9TH LIT AND COMP GF	Allgood, A.- LATIN I HON	Duncan, K.- AP COMP S PRINC GF	Cooper, B.- ACADEMIC CONTACT	Kendall, M.- INT/ADV ORCHESTRA I	Meek, M.- ACCEL GEOM: C&C GF	Nackers, K.- CHEM GF
1907	9	Stanley, L.- BEG BAND I	Ernest, K.- FRENCH I	Duncan, M.- PERSONAL FITNESS	Dutton, A.- BIOLOGY	Freire, M.- ACADEMIC CONTACT	Meek, M.- ACCEL GEOM: C&C	Nelson, K.- 9TH LIT AND COMP HON
1908	9	Nelson, K.- 9TH GR LIT AND COMP	Duncan, M.- PERSONAL FITNESS	Fowler, A.- ALGEBRA: CONC & CONN	Nackers, K.- ACADEMIC CONTACT	House, B.- FUND THEA II	Madden, J.- BIOLOGY	Kendall, M.- BEG ORCH I
1909	9	Costigan, C.- BEG MUSIC TECH	Morez, A.- ALGEBRA: CONC & CONN	Dutton, A.- BIOLOGY	Robertson, M.- AP HUM GEOG	McElroy, R.- HEALTH	Gantz, K.- ACADEMIC CONTACT	Lai, A.- 9TH GR LIT AND COMP
1910	9	Madden, J.- BIOLOGY GF	Bass, T.- GEOMETRY: CONC & CONN	Greco, L.- 9TH LIT AND COMP GF	Stanley, L.- INT BAND I	Robertson, M.- AP HUM GEO GF	Nelson, K.- ACADEMIC CONTACT	Fendley, L.- HEALTH
1911	9	Campbell, L.- LATIN I HON	Slade, R.- F M & RETAIL ESSEI	Greco, L.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	Chatham, H.- ACADEMIC CONTACT	Meek, M.- ACCEL GEOM: C&C GF	Chatham, H.- JOURNALISM I
1912	9	Madden, J.- BIOLOGY GF	Bui, A.- A/V TECH/FILM I	McElroy, R.- PERSONAL FITNESS	Dehnke, B.- 9TH LIT AND COMP GF	McKee, T.- ACADEMIC CONTACT	House, B.- FUND THEA II	Gayle, M.- ALGEBRA: CONC & CONN GF
